text,labels
umalaya tu unakusumbua halafu unajisifia aiseee,1
umalaya ni ishu ya mvurugiko wa akili kiroho tunasema mtu kachukuliwa nafsi yake inatumikishwa kwenye ukahaba kama agent wa kusambaza magonjwa ya kiroho na kimwili thus mtu nafsi yake ikikombole,1
nawe unaanza umalaya sindio,1
mtaporudiana atakua ameacha umalaya,1
umalaya am still missing her,1
hapana inategemea na mazingira sio umalaya tuh me kuna pisi ckueza shikana nae mkono tuh road aisee hio vita alionzisha tulipofika ghetto sitosahau kila nikitaka kumshika ananiambia ety nilimte,1
kazi yao ni kufanya umalaya na siku zote biashara matangazo,1
anachoisifia kunyaland hadi kuifananisha na brazil na thailand ni umalayakunyan umalaya ni kawaida kwao,1
umalaya ndio biashaara kongwe zaidi duniani haitaisha kamwe,1
pamepoa kwa sababu wengi saivi wanafanya umalaya kidigital ule umalaya wa mafungu umepungua halafu wengine tukiwasiliana nao kwa simu wanasema wamehamia dodoma,1
umalaya wako unamlaumu binti,1
nyie wanaharakati ndio mliotuharibia mila zetu pendwa za ukeketaji uvunjifu wa maadili ya kimila umekuwa mwingi mmesababisha nyie ndoa hazieleweki umalaya umekuwa mwingi ukeketaji ndio ilikuwa,1
celebrities wa kibongo most of them ni malaya tu na ili aendelee kutrend lazima afanye umalaya,1
nimewala baadhi enzi niko udbs pale chini sio wakavu utapiga mpaka uchoke utelezi kama wote uzuri wa sura na umbo hawajambo shida yao wanapenda maisha classic sana ndio maana wanakuwa na vitabia,1
umalaya umekuponza tulia dawa ikuingie,1
umalaya tu unakusumbua mambo ni yale yale,1
sasa washakutombea wahuni utafanyaje usimuache kisa wewe mtumishi wa mungu sababu kubwa ya hawa watu kuachana ni umalaya,1
uchangudoa umalaya sio dili wanawake kubalini hata kuuza mbogamboga kuliko hii mishe ya umalaya asante sana jose author,1
hawa malaya wengine hata hawajijui kwamba wao malaya yani wamekulia kwenye jamii inayokubali na kuhalalisha umalaya kiasi kwamba wao hawaoni umalaya kama umalaya wao wanaona tu kwamba ni haki ya,1
impact of umalaya,1
ni umalaya haipunguze maneno makali kivipi,1
moja nimewasikia wakulungwa wakisema mganga wa kienyeji awaye yeyote awe wa kitabu tunguli awe wa kurithi mizimu akianza ufuska ama umalaya tu nguvu za tiba na ubora wake vinapotea kupungu,1
kwa mara nyingine umalaya umeniponza huyu mzee k aliponzwa wapi tena na umalaya wake jamani,1
by definition binti akiwa muongo lazima ana dalali kubwa za umalaya,1
kwani umalaya wako mpaka uufanyie jf,1
uo umalaya kajifunzia huko mimi siujui,1
wakuroge uache umalaya,1
kinachokuuma hukurudisha faida umalaya utakuua wewe,1
ah ah ah umalaya hauhusiani na ma x kuwa na x ni kwingine na umalaya mwingine,1
walokole huwa wanaona uromantic ni umalaya,1
kuna mwenzake alitaka kukomesha umalaya pale mwananyamala sijamsikia tena kwa hili namhakikishia atafeli,1
kuna familia zina pepo la umalaya kuanzia mama watoto watoto wa mama mdogo mama mkubwa n k,1
hakuna duka la spea hapo acha umalaya,1
acha umalaya mkuu umalaya huo unataka uparamie waume za watu mmezoea umalaya na ndio maana mnapenda siasa za matukio wenzetu wajenge nyie mtumie tu mume wangu ameambiwa kuwa w,1
ulitoa sadaka kumshukuru mungu na kuacha kabisa umalaya na ulevi,1
kwan wewe umalaya wako unaufanyia wapi unawashwa,1
umalaya g lte unaisaka connection kwa nguvu hali na mali wanawake bana,1
mkome na muache umalaya,1
kwa hiyo mmeamua tuache bandari iuzwe tumjadili malaya mmoja aliyeenda kutangaza umalaya wake kwenye televisheni,1
wakome umalaya,1
acha umalaya kenge wewe halafu huna maajabu ungekua pisi kali jamaa asingekuacha,1
bro thread za umalaya unazoanzisha kila mara hapa jf lengo lake ni nini,1
acha umalaya,1
umalaya sio mzuri,1
sasa umalaya wa huyo alie msaliti mpenzi wake kisa yupo mbali ndo uchafue marafiki usiharibu sifa za marafiki sababu ya malaya mmoja hivi,1
wee mbona unasema wanaume umalaya kwani hao wanawake wanatupea gono sii malaya pia,1
zaman wanaume walikua wanahudumia madem zao wala hawakuona ni umalaya kizazi chenu ubahili umewajaa mnatafuta sabb za kukwepa mnaita umalaya,1
acha umalaya malaya wewe tafuta kazi ya kufanya,1
uasherati ngono na umalaya ndio umungu sioo,1
umalaya ushoga dawa za kulevya hayo hufanyika gym,1
akinimbia huo upuuzi namjibu ukiona amekutongoza amekuona una chembe za umalaya ni uamuzi wako kujibadilisha asikuone malaya ili usitongozwe,1
wifi babe kanikataza eti niache umalaya,1
nyie nimechambwa pm na baby eti niache umalaya,1
wana kibao wapo single ila chaajabu kila pisi ina mtu wana punguzeni umalaya na kuongopea hizi pisi,1
umalaya hauna kabila kila kabila kuna malaya,1
tamaa ya pesa umalaya ni ndugu pepo wa ngono ndo tafsiri sahihi,1
ungekaa tuusubiri magonjwa na mambo mengine yatokanayo na umalaya daah hii ni hatari sanahata mume akiwa anasemwa vibaya kwa ulevi wake wewe hutajaliaisee na akipata maradhi ujue pia urasemwa,1
umalaya tu huko mademu ndiyo mnajiuza sana,1
umalaya mbeya sana eti pesa ya huduma huduma ya kwa mparange,1
umalaya upo kwa mwanamke,1
more than cheap yan huyu atakua ndio kwanza anajifunza funza umalaya na kujiuza,1
anapiga marufuku tabia ya umalaya wa kujiuza na hapo hapo anaiita biashara kwa nini tabia ya umalaya iitwe biashara,1
umalaya sio dili,1
oaneni wacheni umalaya,1
acha umalaya,1
revenge ya umalaya ni sifa,1
acha umalaya,1
ulikuwa unalea ulipotea sana ni kweli wakome umalaya sema mtu ukiwa na pesa stress ndogo huna hakika kuchapa nje hakukwepeki aibu yake,1
siuzi ila sitoi bure umalaya huria,1
acha umalaya,1
acha umalaya,1
tabia ni kama ngozi kama umalaya ni tabia yake unaamini atakuja kuacha awe mtulivu na wewe tu lini hiyo,1
kama sio chai piga kimya tu acha kumshobokea huyo dogo unampa bichwa ila umalaya acha dada,1
umalaya ni wako endelea kujifanya bikira maria humu huku ukidhani umejificha saana mmbwa wewe,1
mtoto katumia akili sana kumnyoosha mama ake aache umalaya kwny ndoa yake,1
baada ya kula spana za kutetea dp world tumeona tupoteze maboya kwa kufufua uzi wa uasherati na umalaya,1
inawezekana hakuoni kama unamvuto wa kutambulika kama mumewe au mpenzi wake anaweza asiwe na umalaya ila sababu ikawa hapo juu,1
ni u kilanga tu wa watoto wa kike umalaya,1
jf mnashangaza sana mtafikiri nyinyi ni wasafi kiasi hicho kuwa na mwanaume mmoja ni umalaya tumetengana miezi kadhaa sasa ningekaa hivi hivi kuwa na mtu mwingine ni kutunza afya ya akili ha,1
unafundisha umalaya hapa,1
wilbroad slaa tunajua ni mfa njaa tuh hana lolotehana pension na mali zake zoote kamalizia kwenye ufuska na umalaya hakuna wa kumzingatia,1
mmeamua kumdharilisha mwalimu kwa umalaya wa mtoto wenu sina imani ushuhuda wa huyo mwanafunzi mrudisheni baba jose mke wake,1
umalaya ni sifa au ni tusi,1
umalaya ndiyo maana mnaishia kuzalishwa na kutelekezwa mwanaume mwenye akili anaoa na kuishi na mwanamke anayejitambua na menye heshima nyie mbumbumbu mtabak kuwa singo maza,1
mada za vijana wa hovyo kujisifia umalaya hadharani,1
malaya wapi umalaya wake wa faida bwana mtu kuwa na boy friend au bwana malaya aliyepata kapata sisi wenye wanaume wauza mihogo ya coco kazi kwetu,1
hao warangi umalaya wanaufanya na nani kama sio wote tu ni malaya,1
kwanini usitulie na mmoja kila mahali umatepanya michepuko kila sehemu haya huyo rafiki wa mchepuko wako wanini wewe mpaka mnakuwa na ukaribu kiasi cha kuanza kumteta mchepuko wako uho ni umalaya,1
moshi ni sehemu ya kufanyia umalaya tu,1
acha umalaya ewe mwanamke uke wako ni sehemu patakatifu,1
hujatuweka wazi binafsi usikatae ndoa ila acha umalaya,1
na mada na nature ya muhusika maana hakapendagi kuambiwa ukweli tuliendelea kupiga story nyingine lakini lile swala la yeye kuchukulia umalaya kama ushujaa lilinikwaza sana nikamwangalia yeye,1
boom wanapata na umalaya palepale,1
pole sana binti punguza umalaya,1
nabii usiku wa kiza kinene unauhakika na unacho kinena hotelini nenda kafanye umalaya si ushalipwa,1
wana wanashindwa kutofautisha kati ya uanaume na umalaya,1
enheee hapo hapo umalaya unakusumbua kemea hilo pepo,1
umalaya acha,1
wapi nimesema umalaya ni sifa,1
peleka umalaya wako huko mimi sili wazee,1
unawashangaa malaya wenzako,1
sifa kuu ya umalaya umesahau mleta mada wanakulaga hadi ndugu loh,1
hata wake za watu wanafanya umalaya sana kuzidi hata hao,1
kwa mara nyingingine umalaya umeniponza tuendelee tuu,1
ila waume kw umalaya jaman khaaaaaa sio poa mwanakulifind mwankuliget,1
ilitakiwa ufikirie kwanza kinachosababisha umalaya ni nini na serikali imefanya nini kuhusu hicho kinachosababisha umalaya,1
rai mabinti acheni umalaya hasa wa kutembea na waume za watu,1
acheni umalaya,1
chama kile rangi yake ni wizi ufisadi ulevi na umalaya,1
huo wote ni umalaya kwa kifupi tu unauza mimi njkikuwekea dau upo tayari,1
umalaya,1
umalaya,1
acha umalaya we mjomba,1
umalaya ni hatari unaua tuache dhambi,1
walichofanya ni sahihi kwasababu mtoto hakutumwa kwenye umalaya wake watoto wakike iwe fundisho,1
umalaya ni laana,1
umalaya ni tatizo la afya ya akili,1
acha umalaya,1
umalaya na wizi ni ndugu wanaofanana pamoja na vitu vingine vitokanavyo na hayo,1
bangina umalaya huwa nashangaa sana viongozi wa nchi hii mana wengi wao wanatumia hivyo vitu ila unafiki umewajaa,1
mmbea mkubwa wewe tuondolee umalaya wako hapa,1
si uliambiwa kama huwezi kuvumilia utokesasa kwanini uendelee kuwa kinga ng anizi na kuchafua nyumba ya watu kwa umalaya,1
nasema ivi umalaya utawaua ninyi watu,1
ndio umeshakazwa hivyo haibadilishi kitumategemeo na matokeo yamekuwa tofautikwa hiyo nafsi inakusuta umetoa mmbwaa kizembelakini pia ndani yako una kaasili ka umalaya umalayabadilika d,1
onlyfans je na tweeter porn je kwenye umalaya wamekubuhu kwa kweli,1
umalaya nao umemponza tu watoto wa kike acheni kutembea na vibabu pumbavu zenu,1
kama sio chai huu ni umalaya grade a,1
mtoto kamletea niksi gani yaani umalaya wake na tamaa zake ndio amsemee mtoto maneno mabaya chupi alivua yeye mtoto ni zao la umalaya wake akae kwa kutulia,1
umalaya ukizidi nayo tabu wanawake wote mpaka mtoto wako wa damu daa aibu gani,1
ila jamaa inaonekana alikubinua staili zote kifupi ni fundiii mumeo umemfundisha umalaya hiyo imeisha kukuamini sahau,1
acha umalaya,1
ngumu sana hii serikali haiwezi kusema iwe halali wakati inafundisha umalaya ni kitu kibaya solution kila mtu anyamaze iwe kimya kimya kwa siri ila ukifanya wazi wazi ziwepo fine ndogo ndogo,1
usimuhusishe putin na umalaya unaotaka kufanya,1
wahaya wapare ni kawaida umalaya,1
mama angu tena kaja vipi hapa umeanza matusi tena huna hoja za msingi kuhusu umalaya wa mtoto wenu,1
acha umalaya,1
umewahi sana kuanza umalaya ulikuwa hujakua,1
umalaya tena duh kivipi mkuu,1
hawazuiliki yaan sio issue ya tabia mbaya maana hata kusema uongo ni tabia mbaya wewe hujawahi kusema uongo kwa hio na wewe ni sawa na malaya au shoga,1
usizingizie vicoba na madeni mwanamke kama ana chembe chembe za umalaya ndani yake lazima atagongwa tu hata umpe milioni,1
nishaambiwa niache umalaya unataka niachweeee kabisaaaaa wanaume wenyewe wachache shem,1
sawaaila kuna malaya hawavai shanga au wanavaa kwa kuiga tu,1
hapo usithubutu kumwambia mtu yeyote utajutia hilo sogea zaidi kwa mola wewe kama wewe kwanza hukupaswa kumuomba msamaha umalaya ni ujasiri kuwa na ujasiri wako hiyo,1
umalaya ni sifa eti,1
sasa mtu anakurogaje kama hujatembea naye acheni umalaya muone kama mtarogwa,1
wa tz wengi umalaya umetuzidi tu,1
ulevi na umalaya vilikufilisi sio nyota wala mbalamwezi,1
tatizo ni ccm viongozi wake hawana ubunifu wezi wa mali za umma umalaya n k,1
kazi unayo kwahiyo akiacha umalaya na nyota inazimika,1
mada mezani ni umalaya wenu na pesa ili mtoe tendo sasa lamination imetoka wapi,1
umalaya ukizidi atolewe tu mfyuuu,1
wanaume hamuitaji mutual feelings ili mpenzike ila kwa wanawake ni tofauti kidogo huwezi penzika na kila mwanaume hata kama hujamfeel huo utakua ni umalaya tuu,1
yaani umalaya wake kakutwa kwa baba jose sasa,1
yn kwa kifupi nyie wote malaya mana hata wew ulichofny n umalaya pia umemfata big wa watu mweus mpiga gym umuharbie uvulana wake,1
shanga ni roho ya umalaya,1
maadili ya kitanzania ni yapi kila mkoa kuna wanawake malaya wanaojiuza je huo umalaya ni sehemu ya maadili je umalaya unafundishwa wapi,1
kama mtu alipenda umalaya na kujisifia au kuona ufahari kufanya umalaya kwanini tusimseme kwanini tusionye vijana wasije kuiga tabia zake,1
kama umala hata mama yako ni mhusika tujadili ubakaji wa jimmy na rc kutoa maelekezo namna ya kuongea umalaya wa rster una ushahidi gani una uhakika kuna baba jose kweli ikiwa walipewa maeleke,1
hapo sasa yaani wafanye umalaya wasisemwe wao wenyewe watu km wengine tu hapa,1
acha umalaya kama hunywi pombe huvuti bangi ww ni mademu tu hiv itakuuwa kenge ww,1
sasa kwanini ufanye umalaya hivyo je mchepuko mmoja ambae mnaelewana kikemia hujampata hadi uchanganye wanawake wengi hivyo,1
dawa ni kuacha umalaya japo alichofanya mkeo ni kosa lakini imetokana na ishu za umalaya na kutoaminiana,1
tia saini hati ya talaka umpe uhuru mkeo amechoka na umalaya wako mkia wako unachovya kila shimo atakuvumiliaje,1
mbususu zitamfanya afukuzwe ugenini awe makini na sio kuendekeza umalaya ka yuko huku bongoland,1
punguza umalaya pengine mumeo anasiri kubwakwako na hujui na ilipelekea akampime mtoto dan lakini wewe umeona hilo tayari unaaza kutusumbua hapa,1
dahh kutoka out na kula na kunywa kwa hela zao ni umalaya dah basi,1
wangoni kwa umalaya,1
so umalaya wake umesababisha wewe kuwa malaya,1
acha umalaya,1
yani nimecheka balaa ila mkome umalaya,1
kuzini kabla hujaoa huo ni umalaya pia haijalishi unazini bar guest au na mwanafunzi kufanya mapenzi na mchepuko pia ni umalaya na ni uzinzi pia,1
ccm umalaya ni sifa kuu yani umalaya ni ritual ya chama sasa umalaya huo ndio unafika hadi kwenye maofisi ya umma plus wizi in short nchi hii imefeli kwenye maadili maadili yangekuwa mema hata,1
unaongelea uislam tupe ushahidi uislam umefundisha umalaya kwa kuwa wewe umerusha shutuma nzito sana kwanza tupe ushahidi ukishindwa basi elewa kuwa u muongo,1
umalaya ni sifa kumbe,1
tamaa ya pesa na umalaya unatofautisha vipi na umalaya tafsiri yake ikoje na pesa inajitenga vipi katika muktadha wa umalaya,1
unawafundisha umalaya,1
umalaya kipaji km sio talent yako huwezii asee,1
umalaya ni spirit na sio sababu ya pesa umbali sijui kibamia nk,1
mlale alie kuambia wewe malaya ilia aje aseme hapa umalaya wako uko wapi,1
ulianza umalaya mapema sana aisee inasikitisha,1
umalaya malaya kizazi cha zinaa mungu awakemee,1
mwambie aache umalaya kenge huyo,1
ameponzwa na umalaya wa kichuo,1
hapana mkuu umalaya ni tabia ya mwanamke kulala na wanaume wengi huo ndio umalaya ila elewa kuwa mwanamke anaweza asiwe malaya lakini hataki kuongozana na mumewe au mpenziwe kutokana na sababu,1
umalaya tuu acheni vijisababu,1
sasa aache umalaya atakula kwenu huyo bwege alivyoamua kuishi nae alijua huyu ni injinia au,1
wahi kanisani wewe huo umalaya utakuwa ukahaba,1
uzinzi huo acheni umalaya,1
mbona kama umeumia kwa umalaya wako pro max ndo umemuanzia uzi huyo tu kwanini hadi unafanya analysis kama umeumia au lah pole mkuu ila kuna namna umeumia,1
wanawake wa kipare nao kwa umalaya,1
tofauti na ugaidi waislamu wanachojua ni umalaya pumbavu zenu wote,1
leo chawa umeandika point yule kajala na bintiye wameshaamua umalaya uwe full time job kwenye maisha yao asiposikiliza ushauri wako mwache apotee,1
unataka tubake mkuu shida n kwamba uspompa kipaumbele ndo mwanzo wa mwnamke kufany umalaya na utambue fika akianza umalaya ujiandae kupokea ukimwi nyumbani trust me,1
ndoa ni tendo la ndoa tendo la ndoa uni umalaya inabidi uwe malaya bora zaidi,1
kwenye uhaka mnazozana kene umalaya chama kimoja ss nimeanza kuwaelewa,1
ushaanza umalaya,1
talaka lazima zipngezeke maana mtu unaoa olewa lakini huheshimu kiapo na bado unaendeleza umalaya unategemea nini hapo,1
una hulka za umalaya na hii tabia ita cost watoto wako je ukitokea mkewe akaona meseji zako halafu mke mwenyewe ni wale wa kwamsisi si uta bleed mpaka mwakani,1
halafu wanazaa na kulea watoto kama bibi zako walivyofanyawe ulitaka wafanyeje wafanye umalaya mtaani wazae watoto nje ya ndoa wasio na baba muwajibikaji kisha muwasifu umalayawamepinda nk,1
ukiona ivyo ujue umalaya na usinzi umekisiri sana huko mitaani watoto wadogo wanaendekeza ngono zembe unategemea nini aisee waache watombwe wazalishwe mpk akili ziwakae sawa,1
sababu za mwanaume kuwa na wanawake wengi ni umalaya tu,1
umalaya baada ya kusema no mnatembea na waume za watu kwaheri binti mzinzi tena kwa imani yako wamekuchelewesha kukujibu,1
sijui una umri gani hayo sio mapenzi ni ngono holela au umalaya,1
umalaya ni laana,1
tuache umalaya ni chanzo cha umasikini,1
wapi palipoonesha umalaya ndio umesababisha kifo hapo then kuwa malaya au kuwa na huyo mwanamke sio kosa kisheria labda tusubiri maelezo ila bado hakuna connection bado ya huyo mwanamke na mauaji,1
mwanamke kuomba mwanaume akukopeshe au akusaidie shida zako ni kwamba unamtaka huyo mwanaume kimapenzi na ni tabia ya umalaya,1
unahamasisha umalaya,1
umalaya tu unawasumbua kwahiyo mnaomba talaka ili mzae au ili muwe huru kuzaa,1
mimi nimesikia utaniuwa na sukari huwezi kufanyia umalaya ndani ya nyumba yangu wanawake majanga tufanye makosa yote usifanye kosa kuchagua mke,1
umalaya haumalizi hela ukiona imeisha hujue sio hela hiyo endelea ku offer tu,1
sigara bangi na pombe havina uhusiano na umalaya umalaya ni tabia ya mtu maana hata kuna walokole malaya,1
dubai wanavaaa vimini na pombe zinauzika sana umalaya ndio usisema kichwani unadhania unatetea uislam nani anapinga mkataba hatujaafiki mkataba wa maisha angeweza pewa miaka hata ila sio mai,1
mie na umalaya wapi na wapii aisee tuwaroge,1
mtu kaliwa hata mia hajapewa umalaya kazi sana,1
umalaya ni tabia na sio mazingirakama haliwi hata akifanya kazi mwanza wewe upo dar hakuna mtu atasoma gazette mwanamke malaya dakika nyingi,1
haya ndio matokeo yake ndio maana tunaamini mtoto wa kike ana haki ya kuolewa huku unaendelea na masomo ili kumuepusha na hili jinamizi la umalaya hali hii ya umalaya ni ya kimfumo hivyo wot,1
ni hadi anaeombewa akubali kuiruhusu nguvu ya mungu ndani yake pepo la umalaya litaondoka,1
aisee na muendelee kutupenda hivyo hivyo na umalaya wetu ila nyie watamu jamani,1
umasikini ni nini je umasikini ni kama unavyodhani wizi uchawi umbea uvivu umalaya uhalifu roho mbaya chuki n k ni vitu vya kawaida sana unadhani masikini hata ana muda wa kupiga umbea,1
kuwadhulumu yatima mali zao umalaya utakuletea mikosi na magonjwa wizi au kudhulumu mali ya mtu kuwadharau wakazi ulevi ushirikina na uchawi pia sio mzuri mwisho wake ni mbaya,1
ahhaah kutesa kwa zamu acheni umalaya tulieni,1
we dogo acha umalaya mbwa wewe harufu haiui ukimwi unaua,1
kwakweli kufa nje nje mtu mlevi na malaya hata sidhanikama anakumbuka kinga,1
binti aache umalaya unahonga k kisa macvoice,1
wache umalaya nyie mabinti ukiamua kuishi na mtu acha umalaya wa wazi wazi inaonekana alishaonywa sana mpaka kufikia hatua ya kupewa kichapo,1
madarasa kazaa yameenda kwa ajili umalaya,1
huo umalaya wanafanya na nani maana wenye jinsia ya kiume asilimia kubwa kwa sasa ni mashoga,1
yaani kukaa miezi bila kukutana kimwili ndo iwe kigezo cha yeye kuanza kutombesha nahisi nimeoa mke mwenye hulka ya umalaya sikumgundua tu mapema,1
umalaya tena,1
sasa anaufanyaje umalaya na hapatikan,1
kawaombe mafurushi wenzio wa kula kimasihara ushauri ndio ukome umalaya akaze hapo hapo,1
mwalimu jimmy tena mkuu na umeenda mbali eti rc rpc mbeya wawajibike asee kwa lipi umalaya wa mtoto wenu jitafakari upya,1
hakuna lolote ni hulka ya umalaya tu,1
peleka umalaya wako hukowatu wanahenyeka mashambani huko kulima kwa gharama kubwa wewe unakuja kuleta uchoko wako hapa,1
punguza umalaya,1
haya ndio kuwa makini unafundishaje watoto wa watu umalaya,1
ndiyo umalaya sasa,1
vikoba ni chanzo cha umalaya na kuvunjika kwa ndoa nyingi,1
wamejihukumu wenyewe kwa umalaya na kutumia gari lililonunuliwa na kodi za walalahoi,1
kwa hiyo unataka kupewa ukaimu waziri kwenye communications na ndio maana ccm umalaya hauwezi kuisha kamwe,1
acha umalaya tu,1
malaya ni kama traffic anajua kesho atapatathus wakipata utumia yote wanasema sea never die pesa zao nyingi wanazitumia kwenye starehekula kunywa kuvaa saloon nguo za gharama nk wapo wenye mae,1
kwani saiv ndoa kuchepuka mmeona fashion au mnalipiziana mimi na kundi letu vijana wacheni tuendelee kuwashona tuwakamie maana mmekosa nidham ya ndoa zenu kabisa acheni kujiuzaacha umalaya,1
hamna mwanaume malaya wanawake ndiyo wanakuaga malaya sometime sent from my tecno kc using jamiiforums mobile app,1
huyo dr itakuwa katembea na mke wa mtu nanyie vijana mnaopelekwa kanda ya ziwa acheni umalaya oeni mtulie hii kanda ina watu wakatili,1
tangu umeaza kuomba umalaya umeisha usichokijiua tabia ina mzizi ambao unaweza kuwa mazingira familia au hulka ya mtu,1
bora kuwa huvyo ulivyo maana ku date nako ni ku risk maisha hasa mikoa yenye umalaya mwingi mfno dar na mikoa yote ya pwani nk,1
wakati huo haikuwa sawa na leo ni bora yeye umalaya wake ulitupatia uhuru,1
vijana acheni umalaya dr una mke unahamgaika na baamedi you don t care even about ur health majanga mengine yakujitakia licha ya usomi shule haijamkomboa,1
ni kweli lakini kuna umbea flani hapa ungeandika baadhi ya gym jifunze maana ya neno sexual fantasy umalaya ni tabia ya mtu kanisani upo msikitini upo hata ikulu upo usa jogong b,1
acha umalaya some,1
unaweza kuwa na wake lakini ukawa na michepuko maana uislamu ni ngono umalaya ushoga duniani mpaka akhera bikra,1
mtume paulo hawezi akauliza swali kama lako sababu ndani ana roho mtakatifu wewe sema umebadili mtindo wa maisha ila umalaya bado unaendelea nao,1
ulevi na umalaya unarudisha maendeleo kwa asilimia na hiyo ilobaki labda uwe mshirikina fisadi au jambazi ndo utaimaintain,1
wewe ni malaya,1
sio hela wala mali ni umalaya tu,1
kuchepuka wakati akiwa kwenye mahusiano ni umalaya nasema hivi achana nae,1
cheka tu baba paroko wadada tunajirahisisha sana mtu anakutania wewe unajipeleka kuliwa kimasihara afu ukiletwa humu unajitirisha huruma km sio umalaya nini na wataletwa sana sisi kazi yetu,1
countrywide apunguze umalaya jamani ananikwaza bas tu navumilia sababu nampenda asiache ila walau apunguze hata kidogo kha,1
kipaji si umalaya,1
itakuwa wachawi wamemla kichwa umalaya umemcost,1
kumbe asante bumu alafu anaenda kufanya verification ya umalaya na kampuni yake uchwara,1
umalaya ni tabia,1
yule naibu ilitakiwa tumfungulie kesi ya kuchezea kodi za wavuja jasho watanzania lile gari lina thamani kubwa sana haiwezekani umalaya wake utuingizie hasara kizembe vile,1
nadhani umalaya na kamali ni tabia za mtu binafsi,1
madhaifu yanafichwa lakini sio la kulala na baba yake mzazi umalaya wa aina gani huu,1
ngono ni part of our life na binadamu ili ukamilike vizur lazima ufanye ngono so if thats the case basi wote tunaofanya ngono ni malaya dear,1
kuwaachanisha waislamu uislamu na ugaidi umalaya kitimoto upumbavu ni kufafuta vita nao,1
kama namfanyia mume wangu wa kiagano na watoto wangu niliokabidhiwa na bwana fresh acha niwe malaya bro proudly,1
punguza umalaya we mzee,1
ni nyege tu na kujiangamiza mwenyewe umalaya sio mpango wa mungu,1
mkuu mwanamke kuchapwa nje ya ndoa hiyo si sababu sasa ya kuhalalisha point yako hapo ni umalaya tu,1
acha umalaya,1
umalaya upo connected sana na mashoga,1
umalaya amemdhuru nani huyu aliua watu,1
labda useme ushoga kwani ni kinyume na maumbile punyeto ni starehe anayochagua mtu kwa hiari yake inakuepusha na magonjwa ufumanizi umalaya kwa maoni yangu huenda mungu anabariki punyeto,1
mtu anaongelea barabara na mahitaji ya mwanza watu na bange zao wanakuja kukoment umalaya wao wa kudanga kwa wazungu huko kwenye mikoa yao,1
sasa hyo kichwa ngumu ya kuona umalaya na kula wake za watu kumemuondoa kijana mdogo hivi hivi remember kuna unwritten laws sasa vichwa ngumu huwa hamsikii hadi mlete machungu kwa familia na hasa,1
safi sana aache umalaya,1
ukienda kulalamika we mwenyewe utafunguliwa kesi moja inaitwa kuishi kwa kufanya umalaya andaa kabisa wadhamini wakakuwekee dhamana mahakama ya mwanzo,1
aache umalaya kabisa,1
wewe huwez ila wako wanaishi nao vizuri tu in short hakuna tabia ambayo mwanamke anayo haiwez kuvumilika isipokua umalaya tu,1
umalaya ni asili ya mtu tena inakuwa ni mbegu iliyo ndani ya mhusika tangu akiwa tumboni mwa mama yake kiasili wewe ni malaya mmoja uliyechoka kuendelea kuigiza,1
umalaya una risk sana the guy anazikwa na kufa kifo cha aibu while angekomaa hapo chuo angeishi na kumaliza chuo fucking mind is very dangerous worst,1
kikubwa ambacho vijana wanaweza kujifunza kutoka kwa le mutuz ni kufanya umalaya responsibly pamoja nakusemwa ni mtu wa wanawake lakini hajazaa na yeyote kati ya hao anaowaokota mitandaoni,1
wanawake asilimia kubwa wameficha umalaya ktk biashara ndg ndg mfano kuuza ubuyu kuuza nguo na viatu au pochi online kuuza vipodozi na mambo kama hayo ukitaka kuangukia pua we mwanaume fanya bi,1
yaani uendekeze umalaya halafu usingizie umerogwa nyota imeibwa uzinzi hufilisi pesa na akili pombe humaliza pesa,1
umalaya si mzuri na kwa case yake ameshasema ana kibamia sasa ya nini kuonesha kibamia kwa kila mwanamke hauoni anachafua image yake na comfidence inashuka mnoo,1
tumetengana kwa sababu ya umalaya wake ndio bado nampenda tena sana tu tatizo letu ni hilo tu tumepeana space kwa muda,1
acha umalaya,1
huu ni umalaya tu na kukosa kinyaana mwisho wa siku kupata malazi yasiyo na tiba,1
wewe mleta mada ni ma ya mama yako itoshe tu kukuambia hivyo umeusoma huo mkataba na vipengele vyake au umepigwa kimoja ukatoka bila hata kuvaa c u i na kuja kuleta umalaya wako humu,1
asha zungu unamjua au utasema kuna mgalatia anaitwa asha umalaya na ukahaha hauna dini wanawake dini zote wanauza papa ukizungumzia umalaya na ukahaha udini weka pembeni usafi wa mtu sio dini a,1
kafirwe mbwa ww,1
haya kafirwe ukalale,1
haya kafirwe ukalale,1
kafirwe huko usinitie nuksi nyoko zako,1
basi kafirwe shida ipo wapi ufirwe mfirane fanyeni kwa faragha zenu kwanini unawashwashwa kuanzisha mada kila mara ku force usenge wako ukubalike wee f irwa tu lakini hakuna sababu ya kuutanga,1
jukwaa la story unaongelea mkataba kafirwe,1
haya kafirwe ukalale,1
kafirwe huko,1
kafirwe huko,1
kafirwe ukalalwe,1
wewe juha kafirwe ukalale,1
haya kafirwe na nikk wa wapili ukalale,1
umefirwa mpaka unavuja kafirwe huko,1
nenda kafirwe huko kama unawashwa wacha kutuandikie ujinga wenu hapa wasukuma muda wenu umekwisha na hamtokuja kutawala tz tena,1
namashaka na elimu yako wewe mbona sija kuquote huyo texas tiger alimuita dada accumen mo na mm nikajazia hapo kuwa ni kadada malaya sasa wewe binti mwngne umetoka wapi umechomolewa mkuyenge sa h,1
kafirwe,1
